id,model_id,group_id,create_uid,write_uid,name,active,perm_read,perm_write,perm_create,perm_unlink,create_date,write_date
1,114,4,1,1,decimal.precision configuration,t,t,t,f,f,2026-03-18 04:58:50.421471,2026-03-18 04:58:50.421471
2,30,1,1,1,ir_attachment group_user,t,t,t,t,t,2026-03-18 04:58:50.421471,2026-03-18 04:58:50.421471
3,30,\N,1,1,ir_attachment group_portal_public,t,f,f,f,f,2026-03-18 04:58:50.421471,2026-03-18 04:58:50.421471
4,32,4,1,1,ir_cron group_cron,t,t,t,t,t,2026-03-18 04:58:50.421471,2026-03-18 04:58:50.421471
5,34,4,1,1,ir_cron_progress group_cron,t,t,t,t,t,2026-03-18 04:58:50.421471,2026-03-18 04:58:50.421471
6,33,4,1,1,ir_cron_trigger group_cron,t,t,t,t,t,2026-03-18 04:58:50.421471,2026-03-18 04:58:50.421471
7,37,8,1,1,ir_exports group_system,t,t,t,t,t,2026-03-18 04:58:50.421471,2026-03-18 04:58:50.421471
8,38,1,1,1,ir_exports_line group_system,t,t,t,t,t,2026-03-18 04:58:50.421471,2026-03-18 04:58:50.421471
9,3,2,1,1,ir_model group_erp_manager,t,t,t,t,t,2026-03-18 04:58:50.421471,2026-03-18 04:58:50.421471
10,7,2,1,1,ir_model_constraint group_erp_manager,t,t,t,f,t,2026-03-18 04:58:50.421471,2026-03-18 04:58:50.421471
11,8,2,1,1,ir_model_relation group_erp_manager,t,t,t,t,t,2026-03-18 04:58:50.421471,2026-03-18 04:58:50.421471
12,5,\N,1,1,ir_model_inherit nobody,t,f,f,f,f,2026-03-18 04:58:50.421471,2026-03-18 04:58:50.421471
13,9,2,1,1,ir_model_access_group_erp_manager,t,t,t,t,t,2026-03-18 04:58:50.421471,2026-03-18 04:58:50.421471
14,10,2,1,1,ir_model_data group_erp_manager,t,t,t,t,t,2026-03-18 04:58:50.421471,2026-03-18 04:58:50.421471
15,4,2,1,1,ir_model_fields group_erp_manager,t,t,t,t,t,2026-03-18 04:58:50.421471,2026-03-18 04:58:50.421471
16,6,2,1,1,ir_model_fields_selection group_erp_manager,t,t,t,t,t,2026-03-18 04:58:50.421471,2026-03-18 04:58:50.421471
